#k1  k2  Akw_up(w_target)    Akw_dn(w_target)
17  31  0.113414  0.113414
17  32  0.126426  0.079837
17  33  0.143105  0.0580575
17  34  0.164515  0.0435579
17  35  0.192113  0.0336505
17  36  0.227883  0.0267136
17  37  0.274524  0.021748
17  38  0.335672  0.0181242
17  39  0.416122  0.0154363
17  40  0.521948  0.0134171
17  41  0.660272  0.0118871
17  42  0.838175  0.0107237
17  43  1.05998  0.00984216
17  44  1.32212  0.00918355
17  45  1.6061  0.00870682
17  46  1.87317  0.00838402
17  47  2.06858  0.00819709
17  48  2.14087  0.00813586

18  0  57.054  0.00804844
18  1  53.2861  0.0081082
18  2  41.0393  0.00829059
18  3  25.1136  0.00860532
18  4  13.5561  0.00906963
18  5  7.28424  0.00971013
18  6  4.11674  0.0105657
18  7  2.47792  0.011692
18  8  1.58397  0.0131685
18  9  1.0681  0.0151094
18  10  0.754581  0.0176805
18  11  0.55521  0.0211257
18  12  0.423389  0.0258109
18  13  0.333294  0.0322946
18  14  0.269979  0.0414448
